0.0863798282,0.2110120518,0.15302718,0.1545252596,0.0269731532,0.4857399598,0.5996566752,0.0031797611,0.6425294968,0.1265835926,0.2190871671,0.1633353293,0.7295656657,0.4457040146,0.3576795503,0.1202632,0.0583369744,0.2542929028
0.0436972938,0.1393273553,0.1398525234,0.1311910522,0.0768860874,0.4311019099,0.584772054,0.0260272044,0.594633592,0.1096997313,0.1880978305,0.2345927084,0.671424074,0.5325419697,0.280188166,0.1266909435,0.0765775646,0.2169347118
0.089032743,0.1518535749,0.1549401065,0.1791272002,0.0959836073,0.3703023883,0.4251300238,0.1008718565,0.4492897907,0.0852446966,0.1753826724,0.1548368682,0.2181690642,0.4365859908,0.2173596892,0.0738865641,0.1435237295,0.1467689744
0.3046600505,0.2991337128,0.2734807366,0.2499780549,0.0640528601,0.176554668,0.3879256889,0.1056192318,0.3281314227,0.2216751504,0.1582004965,0.1404886035,0.0448780991,0.3116087905,0.1148431607,0.0649358287,0.2758372646,0.0938014817
0.3961265045,0.2994136742,0.3434529497,0.1787065562,0.0256505765,0.0667756539,0.423844787,0.0901962258,0.271834243,0.3855283793,0.2182405286,0.1438369637,0.0411798281,0.2677509335,0.096391831,0.1864828632,0.4363743405,0.1120598002
0.3303975209,0.3335185612,0.2956113017,0.0977883012,0.0179429563,0.1755031028,0.6269082456,0.0968876446,0.3201256187,0.2495754771,0.3081225755,0.2897359669,0.1251143499,0.3260176433,0.2032746304,0.3683962936,0.4646225698,0.2152553249
0.3549718114,0.5593498748,0.2702271366,0.1078276788,0.0175436123,0.237992865,0.4514084239,0.0662454269,0.6506303114,0.2393649556,0.4655497532,0.395941909,0.2686094124,0.4412304743,0.3541790804,0.2246365389,0.3780052926,0.2388778464
0.7077527406,0.49729815,0.2417799239,0.0700730709,0.0296094408,0.2921985779,0.6251581535,0.0230667133,0.669679188,0.650827748,0.6519736453,0.6435017879,0.4944716292,0.4930394433,0.4820941195,0.108999788,0.3137077428,0.2455812461
0.9308139597,0.3460473577,0.2761914283,0.0426552197,0.0217431774,0.380183683,0.6721869644,0.0133991957,0.4588878656,1.5932926753,0.634514069,0.5256531523,0.6158285643,0.755709791,0.6123728256,0.0463438013,0.3541538478,0.3277981609
0.9333167493,0.2770798379,0.3574633436,0.0977737858,0.0361833025,0.4280882251,0.6114700377,0.0140542986,0.6167462624,1.8568979403,0.8302616226,0.7145833412,0.6361979899,0.7751258214,0.6738605167,0.0306199482,0.5206235498,0.4729203234
0.7981971632,0.3244507301,0.4047019068,0.240985716,0.0417598314,0.4127672073,0.6806873739,0.0133295401,0.6533164569,1.8455755227,0.8387051441,0.898138761,0.5951416062,0.8028098388,0.7450328959,0.0645749965,0.6403659109,0.5315262776
0.8703117863,0.2127993371,0.275600628,0.1460549212,0.043470619,0.1722139891,0.6980550807,0.0133550691,0.5151812556,1.8491727325,0.8884752989,0.9172968213,0.5143006944,0.8557408371,0.8218827638,0.7264834312,0.8370724302,0.5300990101
0.9232079836,0.5419876736,0.1727461852,0.0684860955,0.0368247537,0.4734092441,0.6637737169,0.0208870463,0.5751975162,1.8993666579,0.8909092228,0.9476069722,0.573057162,0.8987643009,0.8715913653,0.9163966265,0.8410428099,0.7164744601
0.7849849612,0.7318774662,0.1778425219,0.067022151,0.0243947477,0.4747988684,0.7001582628,0.0669664805,0.8309770801,1.9368165001,0.9587837941,0.9556526296,0.556720973,0.9282352793,0.85443888,0.9332811331,0.8712822465,0.876234293
0.7023630291,0.8393694321,0.3234650828,0.3151994203,0.0097916832,0.5763626987,0.709413071,0.0545996322,0.8570612072,1.9244713712,0.9642152875,0.9501598199,0.6330487349,0.9325371031,0.7998692556,0.9009885792,0.8638197999,0.9531674442
0.8550661233,0.843824446,0.6095155034,0.6032132883,0.006918483,0.8420569949,0.842965646,0.0289013749,0.9142613567,1.8992102742,0.9608893003,0.964392254,0.6153713251,0.8883109837,0.8270069607,0.5651512497,0.7808443828,0.9663634491
0.9202753938,0.877060091,0.7480493918,0.7302434258,0.0403153894,0.9159921603,0.9073291984,0.0587258822,0.9651447064,1.7607923315,0.9614826976,0.9580834849,0.5310915133,0.9006031709,0.8658877003,0.8098464409,0.7730902233,0.9762399086
0.9411916497,0.9045159839,0.789623105,0.8145277684,0.1006719332,0.917102036,0.8962135564,0.1881707301,0.978083215,1.6776493084,0.9579802649,0.9541103701,0.4146224688,0.9440990807,0.9141511413,0.8955893524,0.726026852,0.9784915685
0.8513449319,0.8431668312,0.8198854681,0.7423534346,0.1316879389,0.9062305405,0.8807886055,0.2543972352,0.9742269377,1.631874517,0.9598661844,0.9596668732,0.5810503186,0.9625619051,0.9391464225,0.8572851379,0.4066179089,0.9742283518
0.5931264599,0.8256706094,0.6358599591,0.5655288031,0.2542453328,0.8757297515,0.8502920057,0.2106318912,0.9450878534,1.7564602141,0.9561798696,0.9573836844,0.8630593204,0.9547851422,0.9197501768,0.8565762984,0.5095500841,0.9769746638
0.3434990124,0.7232423044,0.6869309058,0.6784505909,0.3455693935,0.8246301286,0.6964551349,0.3282734519,0.879299355,1.5995271712,0.8731509588,0.9682265503,0.852428809,0.8810874787,0.9039390957,0.8955027955,0.9115885745,0.9687987162
0.4443505632,0.5057958686,0.65959721,0.6012661303,0.3742517347,0.8169755961,0.7446281664,0.4646136095,0.8798428983,0.9229226699,0.6517807014,0.818308516,0.7736725072,0.8341814649,0.8869074314,0.7207017127,0.8759680794,0.9269295579
0.7659356632,0.4534325105,0.4069664441,0.3795298545,0.2672168178,0.6377940592,0.6646717355,0.3309749126,0.8355959135,0.8007595412,0.6984331078,0.691819855,0.6545281133,0.8137909237,0.7598795777,0.5675542679,0.9235805454,0.8371043074
0.7875467976,0.3124551867,0.1773764022,0.2302102479,0.1432888571,0.348655774,0.4294381198,0.1917083667,0.6099284829,1.5009305202,0.571467351,0.6529006154,0.2518890601,0.6892546261,0.5801703918,0.6378968387,0.7378171329,0.8137888156
